título_2018;links_2018;autores_e_universidades_2018;code_area;area;id_doc
VALOR DA ÁGUA DESTINADA À IRRIGAÇÃO DAS LAVOURAS BRASILEIRAS EM UM MODELO MULTISSETORIAL DE CRESCIMENTO ECONÔMICO;https://www.anpec.org.br/encontro/2018/submissao/files_I/i11-fe6b36869fc45915cddbfdc8c87781cc.pdf;PETERSON FELIPE ARIAS SANTOS (USP/ESALQ) - HUMBERTO FRANCISCO SILVA SPOLADOR (USP/ESALQ);i11;Área 11 - Economia Agrícola e do Meio Ambiente;doc184
AMBIENTE FAMILIAR E PROFICIÊNCIA ESCOLAR: O PAPEL DAS HABILIDADES SOCIOEMOCIONAIS;https://www.anpec.org.br/encontro/2018/submissao/files_I/i12-89a8812baa06da6387705d5ab08f626e.pdf;MARCOS PAULO CAMBRAINHA DA COSTA (USP/FEA-RP) - JOÃO PEDRO SOUZA LAVINAS (USP/FEA-RP) - DANIEL DOMINGUES DOS SANTOS (USP/FEA-RP);i12;Área 12 - Economia Social e Demografia Econômica;doc185
AMBIENTE PRÉ-NATAL E SAÚDE AO NASCER NO BRASIL: UMA ANÁLISE DA IMPORTÂNCIA DAS CONDIÇÕES ECONÔMICAS;https://www.anpec.org.br/encontro/2018/submissao/files_I/i12-c93eb4ba253b8e42f9522a0c38ef6a95.pdf;MATIAS MREJEN (UFF) - DANIELLE CARUSI MACHADO (UFF);i12;Área 12 - Economia Social e Demografia Econômica;doc186
AVALIAÇÃO DE POLÍTICA PÚBLICA PARA REDUÇÃO DE HOMICÍDIO: UM ESTUDO DE CASO DO PROGRAMA ESTADO PRESENTE DO ESPÍRITO SANTO;https://www.anpec.org.br/encontro/2018/submissao/files_I/i12-3b86972569fda6f233656c811e74b4bb.docx;DARCY RAMOS DA SILVA NETO (IPEA) - DANIEL RICARDO DE CASTRO CERQUEIRA (IPEA) - DANILO SANTA CRUZ COELHO (IPEA);i12;Área 12 - Economia Social e Demografia Econômica;doc187
AVALIAÇÃO DO IMPACTO DAS POLÍTICAS EDUCACIONAIS EM SOBRAL SOBRE A EVASÃO ESCOLAR;https://www.anpec.org.br/encontro/2018/submissao/files_I/i12-c7627745584386158a69a2ea52562802.pdf;VITOR RODRIGO GIMENEZ BEZERRA (INSPER) - BRUNO KAWAOKA KOMATSU (INSPER) - NAERCIO AQUINO MENEZES FILHO (INSPER) - YURI SPORRER MANNES (INSPER);i12;Área 12 - Economia Social e Demografia Econômica;doc188
AVALIAÇÃO DO IMPACTO DO ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE) SOBRE A DEFASAGEM ESCOLAR DOS ALUNOS DA EDUCAÇÃO ESPECIAL;https://www.anpec.org.br/encontro/2018/submissao/files_I/i12-fd8922bdb0fd72d8ee6c85917358fc55.pdf;ROBERTA RODRIGUES SALVINI (UFV/ PPGEA) - RAQUEL PEREIRA PONTES (UFV) - CRISTIANA TRISTÃO RODRIGUES (UFV) - MARIA MICHELIANA DA COSTA SILVA (UFV);i12;Área 12 - Economia Social e Demografia Econômica;doc189
AVALIAÇÃO DO PROGRAMA BOLSA TRABALHO E SUAS CONSEQUÊNCIAS SOBRE A VIOLÊNCIA HOMICIDA DE JOVENS NO MUNICÍPIO DE OSASCO/SP;https://www.anpec.org.br/encontro/2018/submissao/files_I/i12-a5b145efffe8125b95769296b7d6f98d.pdf;BRUNO TRUZZI ROSA (UFV) - ANA CECÍLIA DE ALMEIDA (UFV) - FELIPE NATHAN FERREIRA DOS SANTOS (UFV) - VIVIANI SILVA LÍRIO (UFV) - IANA LOPES BICALHO (UFV);i12;Área 12 - Economia Social e Demografia Econômica;doc190
CORRUPÇÃO E POBREZA: EVIDÊNCIAS A PARTIR DO PROGRAMA DE FISCALIZAÇÃO POR SORTEIOS PÚBLICOS DA CGU;https://www.anpec.org.br/encontro/2018/submissao/files_I/i12-6f020d3db4b7abd937fffbd2b98f8e58.pdf;FLAVIUS RAYMUNDO ARRUDA SODRÉ (UFPE/PIMES) - FRANCISCO DE SOUSA RAMOS (UFPE/PIMES);i12;Área 12 - Economia Social e Demografia Econômica;doc191
DEMANDA INDIVIDUAL DE ALIMENTOS E ESTADO NUTRICIONAL INFANTIL: UMA ANÁLISE DA INFLUÊNCIA DO PROGRAMA BOLSA FAMÍLIA;https://www.anpec.org.br/encontro/2018/submissao/files_I/i12-1b30a2fe0456a90e457c409f5fd26606.pdf;MARIA MICHELIANA DA COSTA SILVA (UFV/ PPGEA);i12;Área 12 - Economia Social e Demografia Econômica;doc192
DESEMPENHO ESCOLAR, ASPIRAÇÕES EDUCACIONAIS E DESIGUALDADES POR RAÇA;https://www.anpec.org.br/encontro/2018/submissao/files_I/i12-3f2b6dbdb825c82aa404594c8cc6e72c.docx;ISABEL PESSOA DE ARRUDA RAPOSO (FUNDAJ) - FELIPE RESENDE OLIVEIRA (UFMT) - JOSÉ LUCAS BARROS AMÂNCIO DA SILVA (UFPE);i12;Área 12 - Economia Social e Demografia Econômica;doc193
DROUGHT SHOCKS AND SCHOOL PERFORMANCE IN BRAZILIAN RURAL SCHOOLS;https://www.anpec.org.br/encontro/2018/submissao/files_I/i12-e55436242842b511a056477a2e251c17.pdf;DANYELLE BRANCO (UFV/ PPGEA) - JOSÉ FÉRES (IPEA);i12;Área 12 - Economia Social e Demografia Econômica;doc194
EFEITOS DA ADESÃO AO PROGRAMA FARMÁCIA POPULAR DO BRASIL SOBRE A TAXA DE SOBREVIVÊNCIA DAS DROGARIAS;https://www.anpec.org.br/encontro/2018/submissao/files_I/i12-b9bc1ba4222ab72efb859b7768b1437a.pdf;MARIA EDUARDA DE LIMA E SILVA (UFRGS) - ALÉSSIO TONY CAVALCANTI DE ALMEIDA (UFPB) - IGNÁCIO TAVARES DE ARAÚJO JÚNIOR (UFPB);i12;Área 12 - Economia Social e Demografia Econômica;doc195
EFEITOS DA EDUCAÇÃO DOS PAIS SOBRE O RENDIMENTO ESCOLAR DOS FILHOS VIA MEDIAÇÃO DAS CONDIÇÕES SOCIOECONÔMICAS;https://www.anpec.org.br/encontro/2018/submissao/files_I/i12-0a57b63354dc975c52a74767a6fdaaa5.pdf;MATEUS MOTA DOS SANTOS (UFC/CAEN) - FRANCISCA ZILANIA MARIANO (UFC/SOBRAL ) - EDWARD MARTINS COSTA (UFC/MAER  );i12;Área 12 - Economia Social e Demografia Econômica;doc196
EFEITOS DO PROGRAMA “PRIMEIRA INFÂNCIA MELHOR” SOBRE OS CASOS DE DESNUTRIÇÃO INFANTIL;https://www.anpec.org.br/encontro/2018/submissao/files_I/i12-5306e4504653bb3fe5003b673adf08fa.pdf;ADRIANA MESQUITA (UNIFAI - CENTRO UNIVERSITÁRIO DE ADAMANTINA) - FABIO NISHIMURA (UFMT);i12;Área 12 - Economia Social e Demografia Econômica;doc197
ESTIMANDO O IMPACTO DAS HABILIDADES SOCIOEMOCIONAIS SOBRE A EDUCAÇÃO E OS SALÁRIOS;https://www.anpec.org.br/encontro/2018/submissao/files_I/i12-bb1faf66cf4b381774a8d57c1e001bad.docx;NAERCIO AQUINO MENEZES FILHO (INSPER) - MARCOS KI HYUNG LEE (USP) - BRUNO KAWAOKA KOMATSU (INSPER E USP);i12;Área 12 - Economia Social e Demografia Econômica;doc198
HOME CARE E GASTOS HOSPITALARES: UMA ANÁLISE UTILIZANDO UM DESENHO DE REGRESSÃO DESCONTÍNUA;https://www.anpec.org.br/encontro/2018/submissao/files_I/i12-ae5aa063b4f9df37895c92883f249b54.pdf;FABIO NISHIMURA (UFMT) - ANIELA CARRARA (UFMT) - CARLOS EDUARDO DE FREITAS (UFMT);i12;Área 12 - Economia Social e Demografia Econômica;doc199
IDADE DE INGRESSO ESCOLAR, REPETÊNCIA E EVASÃO ESCOLAR NO BRASIL: UMA ABORDAGEM PARA ESTIMAÇÃO DE EFEITOS CAUSAIS;https://www.anpec.org.br/encontro/2018/submissao/files_I/i12-016f061e01b865e7419c6f63f8650f07.pdf;ALISON PABLO DE OLIVEIRA (INSPER) - NAERCIO MENEZES FILHO (INSPER);i12;Área 12 - Economia Social e Demografia Econômica;doc200
IMPACTOS DO PROGRAMA BOLSA FAMÍLIA NA IMUNIZAÇÃO DAS CRIANÇAS;https://www.anpec.org.br/encontro/2018/submissao/files_I/i12-cb6dfc0f070c8ca9e77abc8563c3801f.pdf;ANA PAULA KERN (UFJF) - MARCEL DE TOLEDO VIEIRA (UFJF) - RICARDO DA SILVA FREGUGLIA (UFJF);i12;Área 12 - Economia Social e Demografia Econômica;doc201
IS INTIMATE PARTNER VIOLENCE HARMFUL ON CHILDREN SCHOOL OUTCOMES? EVIDENCE FROM BRAZIL;https://www.anpec.org.br/encontro/2018/submissao/files_I/i12-56b2f2766447d70f150e719211fe9229.pdf;ANDREA RODRIGUES FERRO (UFSCAR) - MARCELO JUSTUS (UNICAMP/IE) - TEMIDAYO JAMES ARANSIOLA (UNICAMP/IE);i12;Área 12 - Economia Social e Demografia Econômica;doc202
IS IT POSSIBLE TO DEVELOP SOCIAL-EMOTIONAL SKILLS OF ADOLESCENTS? EVIDENCE FROM BRAZILIAN PROGRAM;https://www.anpec.org.br/encontro/2018/submissao/files_I/i12-ec7502c8f4557862fb8f653225e6375f.pdf;FELIPE RESENDE OLIVEIRA (UFPE/PIMES) - ELAINE TOLDO PAZELLO (USP/FEA-RP) - TATIANE ALMEIDA DE MENEZES (PIMES/UFPE);i12;Área 12 - Economia Social e Demografia Econômica;doc203
LUZ DO SOL E INCIDÊNCIA DE SUICÍDIO: EVIDÊNCIAS DE UM DESENHO DE REGRESSÃO DESCONTÍNUA A PARTIR DO HORÁRIO DE VERÃO;https://www.anpec.org.br/encontro/2018/submissao/files_I/i12-26fd7a7eeda2c94811f7a14964b07845.pdf;JULYAN GLEYVISON MACHADO GOUVEIA LINS (UFPE/PIMES) - TATIANE ALMEIDA DE MENEZES;i12;Área 12 - Economia Social e Demografia Econômica;doc204
MEASURING THE MISMATCH BETWEEN FIELD OF STUDY AND OCCUPATION USING A TASK-BASED APPROACH;https://www.anpec.org.br/encontro/2018/submissao/files_I/i12-86c9a261bfe2afaeb9aed0538ad3dc8a.docx;MAURICIO CORTEZ REIS (IPEA);i12;Área 12 - Economia Social e Demografia Econômica;doc205
MERCADO DE TRABALHO LOCAL E FERTILIDADE: EVIDÊNCIAS A PARTIR DA ABERTURA COMERCIAL NO BRASIL;https://www.anpec.org.br/encontro/2018/submissao/files_I/i12-b24361bd020217a6413a89cd406c02cd.pdf;ÁLVARO BARRANTES HIDALGO (UFPE/PIMES) - DIEISON LENON CASAGRANDE (UFPE/PIMES);i12;Área 12 - Economia Social e Demografia Econômica;doc206
O PAPEL DAS HABILIDADES SOCIOEMOCIONAIS E DA REPETÊNCIA ESCOLAR SOBRE O ABANDONO ESCOLAR: UMA ANÁLISE DE MEDIAÇÃO;https://www.anpec.org.br/encontro/2018/submissao/files_I/i12-c0da38bced61248636c07738ccdb0d6b.pdf;VITOR AUGUSTO CARLOS (USP/FEA-RP) - LUIZ GUILHERME DACAR DA SILVA SCORZAFAVE (FEARP-USP) - DANIEL DOMINGUES DOS SANTOS (FEARP-USP) - CAROLINA MORAES SARMENTO DE ASSIS (UFJF);i12;Área 12 - Economia Social e Demografia Econômica;doc207
OFERTA DE ESCOLAS E RETORNO DO ENSINO MÉDIO ENTRE OS JOVENS NO BRASIL;https://www.anpec.org.br/encontro/2018/submissao/files_I/i12-b1fa06b989e48aaccdcf7ce552627898.pdf;MAIRA PENNA FRANCA (UFF) - DANIELLE CARUSI MACHADO  (UFF) - CARLOS HENRIQUE CORSEUIL  (IPEA);i12;Área 12 - Economia Social e Demografia Econômica;doc208
OS IMPACTOS DO PROGRAMA SAÚDE DA FAMÍLIA SOBRE  AS MATRÍCULAS NO ENSINO FUNDAMENTAL;https://www.anpec.org.br/encontro/2018/submissao/files_I/i12-52b8fc67a24d3a6ceca59ae5708b8a40.pdf;ALAN FUNTOWICZ (INSPER) - BRUNO KAWAOKA KOMATSU (INSPER) - NAERCIO AQUINO MENEZES-FILHO (INSPER);i12;Área 12 - Economia Social e Demografia Econômica;doc209
POPULATION AGING AND THE PROBABILITY OF SAVING: A LIFE CYCLE ANALYSIS OF THE BRAZILIAN CASE;https://www.anpec.org.br/encontro/2018/submissao/files_I/i12-e2c40b8c4c9657af0b962a6f00541950.pdf;PEDRO TONON ZUANAZZI (PUC-RS) - ADELAR FOCHEZATTO (PUC/RS);i12;Área 12 - Economia Social e Demografia Econômica;doc210
POVERTY AMONG THE ELDERLY: AN APPLICATION OF A COLLECTIVE CONSUMPTION MODEL IN BRAZIL;https://www.anpec.org.br/encontro/2018/submissao/files_I/i12-18aa6d265977ddc20e1850966fc7a4db.pdf;GUILHERME FONSECA TRAVASSOS (UFV) - ALEXANDRE BRAGANÇA COELHO (UFV) - MARY PAULA ARENDS-KUENNING (UNIVERSITY OF ILLINOIS AT URBANA-CHAMPAIGN);i12;Área 12 - Economia Social e Demografia Econômica;doc211
PROBLEMA DO RISCO MORAL NA EDUCAÇÃO BÁSICA: UM MODELO DE AGENTEPRINCIPAL PARA A DISTRIBUIÇÃO DE RECURSOS DA COTA PARTE DO ICMS;https://www.anpec.org.br/encontro/2018/submissao/files_I/i12-1adb1f4da80af2fbf20271a86136c8ad.pdf;DIEGO RAFAEL FONSECA CARNEIRO (UFC/CAEN) - GUILHERME IRFFI (CAEN/UFC);i12;Área 12 - Economia Social e Demografia Econômica;doc212
QUAL O EFEITO DE LONGO PRAZO DO BOLSA FAMÍLIA? DETERMINANTES DA CHANCE DE SAÍDA DO PROGRAMA AO LONGO DE 10 ANOS;https://www.anpec.org.br/encontro/2018/submissao/files_I/i12-d4d4eb8b5172ffe170391670673b53db.pdf;MARIA ISABEL ACCORONI THEODORO HABENSCHUS (USP/FEA-RP) - LUIZ GUILHERME SCORZAFAVE (USP/FEA-RP);i12;Área 12 - Economia Social e Demografia Econômica;doc213
RELAÇÃO ENTRE EXPOSIÇÃO À VIOLÊNCIA E HABILIDADES SOCIOEMOCIONAIS: O CASO DOS ESTUDANTES DE SERTÃOZINHO (SP);https://www.anpec.org.br/encontro/2018/submissao/files_I/i12-8c4143007a30129faed3929ba0789e3e.pdf;WANDER PLASSA (USP/FEA-RP) - CAROLINA MORAES SARMENTO (UFJF) - LUIZ GUILHERME SCORZAFAVE (USP/FEA-RP) - DANIEL DOMINGUES DOS SANTOS (USP/FEA-RP);i12;Área 12 - Economia Social e Demografia Econômica;doc214
REQUIREMENTS TO BE A TEACHER IN BRAZIL: EFFECTIVE OR NOT?;https://www.anpec.org.br/encontro/2018/submissao/files_I/i12-2c702606c62e129b05aac67bd2586383.pdf;MARCELO PONTE BARBOSA (UFC) - LEANDRO OLIVEIRA COSTA  (WORLD BANK);i12;Área 12 - Economia Social e Demografia Econômica;doc215
RETORNOS SOCIAL E PRIVADO DA EDUCAÇÃO PROFISSIONAL NO BRASIL;https://www.anpec.org.br/encontro/2018/submissao/files_I/i12-c5461f2eb00e14cde486600b9028ab80.pdf;LETÍCIA ALVES TADEU SANTIAGO (USP/ESALQ) - DIEGO CAMARGO BOTASSIO (USP/ESALQ) - EVANDRO CAMARGOS TEIXEIRA (UFV);i12;Área 12 - Economia Social e Demografia Econômica;doc216
SEGURANÇA PÚBLICA, INSTITUIÇÕES E CORPO BUROCRÁTICO: AVALIAÇÕES DE IMPACTO EM  ESTADOS BRASILEIROS SELECIONADOS;https://www.anpec.org.br/encontro/2018/submissao/files_I/i12-99461365143809b9e6aa7649e408d1fc.pdf;OLIVEIRA ALVES PEREIRA FILHO (MINISTÉRIO DO PLANEJAMENTO, DESENVOLVIMENTO E GESTÃO);i12;Área 12 - Economia Social e Demografia Econômica;doc217
SISTEMA BRASILEIRO DE PREVIDÊNCIA SOCIAL: UMA PROPOSTA DE REFORMA;https://www.anpec.org.br/encontro/2018/submissao/files_I/i12-5276380ce6836d0a911126a3592b3042.pdf;REYNALDO FERNANDES (USP/FEA-RP) - NAERCIO MENEZES FILHO  (INSPER E FEA/USP) - ANDRÉ PORTELA SOUZA  (EESP/FGV);i12;Área 12 - Economia Social e Demografia Econômica;doc218
THE EFFECT OF PRENATAL EXPOSURE TO COMMODITIES BOOM ON BIRTH OUTCOMES: EVIDENCE OF GOLD IN PRODUCTION COLOMBIA;https://www.anpec.org.br/encontro/2018/submissao/files_I/i12-6071e192d9304f6987f93945a70e744d.pdf;CARLOS ANDRES CHARRIS VIZCAINO (UFV/ PPGEA) -  ALICIA CECHIN (UNIVERSIDADE FEDERAL DE VIÇOSA/PPGEA) - JOSÉ GUSTAVO FERES (IPEA );i12;Área 12 - Economia Social e Demografia Econômica;doc219
THE EQUALIZING THIRD OF A CENTURY: AN EVALUATION OF EQUALITY OF OPPORTUNITIES IN BRAZIL FOR ALMOST 40 YEARS;https://www.anpec.org.br/encontro/2018/submissao/files_I/i12-f51b462123ebb691feacc5788a671e4b.pdf;VALERIA LUCIA PERO (UFRJ/IE) - DANIEL VASCONCELLOS ARCHER DUQUE (IE/UFRJ);i12;Área 12 - Economia Social e Demografia Econômica;doc220
TOP INCOMES IMPACTS ON INEQUALITY, GROWTH AND SOCIAL WELFARE: COMBINING SURVEYS AND INCOME TAX DATA IN BRAZIL;https://www.anpec.org.br/encontro/2018/submissao/files_I/i12-50b6918861a0d23ee4832a12de26e77d.pdf;MARCOS DANTAS HECKSHER (IPEA) - MARCELO CORTES NERI (FGV-RJ / EPGE);i12;Área 12 - Economia Social e Demografia Econômica;doc221
VACINA PARA HPV E INÍCIO DA VIDA SEXUAL: UMA AVALIAÇÃO UTILIZANDO REGRESSÃO EM DESCONTINUIDADE;https://www.anpec.org.br/encontro/2018/submissao/files_I/i12-658433fdc8aab58a6583ee3854af4d67.pdf;GUSTAVO SARAIVA FRIO (PUC-RS) - MARCO TÚLIO ANICETO FRANÇA (PUCRS);i12;Área 12 - Economia Social e Demografia Econômica;doc222
WATCH YOUR MOUTH! THE EFFECTS OF PARENTAL HARSH CONTROL ON CHILD’S AGGRESSIVENESS DURING EARLY CHILDHOOD;https://www.anpec.org.br/encontro/2018/submissao/files_I/i12-33dcff42ffe967ef56adaa7d357f94e8.pdf;ELAINE TOLDO PAZELLO (USP/FEA-RP) - MARIA ISABEL A. THEODORO HABENSCHUS (USP/FEA-RP) - LUIZ GUILHERME SCORZAFAVE (USP/FEA-RP) - DANIEL SANTOS (USP/FEA-RP);i12;Área 12 - Economia Social e Demografia Econômica;doc223
CAN DEMAND-DRIVEN TRAINING DIMINISH LABOR TURNOVER AT WORKER AND FIRM LEVEL?;https://www.anpec.org.br/encontro/2018/submissao/files_I/i13-10c5a606311a258b7f45ef78cd6afb94.pdf;RODRIGO QUINTANA (BANCO INTERAMERICANO DE DESENVOLVIMENTO) - TÚLIO CRAVO (BANCO INTERAMERICANO DE DESENVOLVIMENTO);i13;Área 13 - Economia do Trabalho;doc224
COMO A RECENTE CRISE ECONÔMICA BRASILEIRA AFETOU DIFERENTES GRUPOS DE TRABALHADORES? EVIDÊNCIAS PARA AS UNIDADES DA FEDERAÇÃO;https://www.anpec.org.br/encontro/2018/submissao/files_I/i13-7193891c19b339047dc56d8a8308a746.pdf;DAVI WINDER CATELAN (UEM) - MARINA SILVA DA CUNHA (UEM);i13;Área 13 - Economia do Trabalho;doc225
CONTRATOS DE TRABALHO DE PROFESSORES E PERFORMANCE DOS ALUNOS NO BRASIL: 2005 A 2015;https://www.anpec.org.br/encontro/2018/submissao/files_I/i13-601f88a3535418506542ba75c09ac8f3.pdf;BRUNA DE SOUZA AZEVEDO (UFF) - FELIPE MARTINS (PPGE-UFF/IPEA) - DANIELLE MACHADO (PPGE-UFF);i13;Área 13 - Economia do Trabalho;doc226
DIPLOMADOS, MAS DESINTERESSADOS PELO MERCADO DE TRABALHO OU DESEMPREGADOS: A GERAÇÃO 3D;https://www.anpec.org.br/encontro/2018/submissao/files_I/i13-578f58a3144e45f5554730b3ba30664c.pdf;MARCOS VINICIO WINK JUNIOR (UDESC) - MARCOS VINICIO WINK JUNIOR (UDESC) - FELIPE GARCIA RIBEIRO (UFPEL) - THAIS WAIDEMAN NIQUITO (UDESC) - ÂNDREA BERGMANN (IFSUL E PUCRS);i13;Área 13 - Economia do Trabalho;doc227
DISCRIMINAÇÃO POR GÊNERO E PODER DE MERCADO;https://www.anpec.org.br/encontro/2018/submissao/files_I/i13-7e6aa7380de0fccc6b8e8882eda5fe54.pdf;DEBORA CHAVES MEIRELES (UFJF) - RICARDO DA SILVA FREGUGLIA (UFJF) - CARLOS HENRIQUE LEITE CORSEUIL  (IPEA);i13;Área 13 - Economia do Trabalho;doc228
EARNINGS INEQUALITY IN THE BRAZILIAN FORMAL SECTOR: THE ROLE OF FIRMS, EDUCATION AND TOP INCOMES 1994-2015;https://www.anpec.org.br/encontro/2018/submissao/files_I/i13-a7cd0fb8e176b74590661ac6b3fdfdca.pdf;MARCELO CORTES NERI (FGV-RJ/EPGE) - CECÍLIA MACHADO (FGV-RJ / EPGE) - VALDEMAR PINHO NETO (FGV-RJ / EPGE);i13;Área 13 - Economia do Trabalho;doc229
EMPREENDEDORISMO DE NECESSIDADE, EMPREENDEDORISMO DE OPORTUNIDADE E CICLO ECONÔMICO;https://www.anpec.org.br/encontro/2018/submissao/files_I/i13-4be2d0accd4e0667d6d9e08c6237bcc9.pdf;VICTOR RODRIGUES DE OLIVEIRA (UFPR);i13;Área 13 - Economia do Trabalho;doc230
IMPACTO DO PROGRAMA BOLSA FAMÍLIA NA OFERTA DE TRABALHO DOS BENEFICIÁRIOS;https://www.anpec.org.br/encontro/2018/submissao/files_I/i13-0067d7849ac13f746bba8538313776d3.pdf;RICARDO DA SILVA FREGUGLIA (UFJF) - ANA PAULA KERN (UFJF) - MARCEL DE TOLEDO VIEIRA (UFJF);i13;Área 13 - Economia do Trabalho;doc231
O EFEITO DO TRABALHADOR ADICIONAL NO BRASIL: RESPOSTA DO CÔNJUGE AO DESEMPREGO DO CHEFE DA FAMÍLIA (2012 A 2017);https://www.anpec.org.br/encontro/2018/submissao/files_I/i13-8a1af5cde99d00a042ee83cc99c6013f.pdf;CLAUDECI DA SILVA (UEM) - MARINA SILVA DA CUNHA (UEM);i13;Área 13 - Economia do Trabalho;doc232
O VALOR ESTATÍSTICO DE UMA VIDA: ESTIMATIVAS PARA O BRASIL;https://www.anpec.org.br/encontro/2018/submissao/files_I/i13-af55eb784dfed35cd3f24b230fe29216.pdf;RAFAEL MESQUITA PEREIRA (FURG) - ALEXANDRE NUNES DE ALMEIDA (ESALQ) - CRISTIANO AGUIAR DE OLIVEIRA (FURG);i13;Área 13 - Economia do Trabalho;doc233
OVEREDUCATION E ÁREA DE FORMAÇÃO: EVIDÊNCIAS PARA OS EGRESSOS DA UFPB;https://www.anpec.org.br/encontro/2018/submissao/files_I/i13-4854d3bdd4525061d4dca002d4bfa207.pdf;ANA CLÁUDIA ANNEGUES DA SILVA (UEPB) - CELINA OLIVEIRA (UFC) - ERIK FIGUEIREDO (UFPB) - SABINO PORTO JÚNIOR (UFRGS);i13;Área 13 - Economia do Trabalho;doc234
PROFESSORES DE ENSINO FUNDAMENTAL DA REDE PÚBLICA GANHAM MENOS QUE SEUS PARES NA REDE PRIVADA?;https://www.anpec.org.br/encontro/2018/submissao/files_I/i13-b93b3fad64494e8a235201520eef8ce7.docx;TULIO ANSELMI DORIGAN (BANCO ITAÚ) - LUIZ GUILHERME SCORZAFAVE (FEA-RP/USP);i13;Área 13 - Economia do Trabalho;doc235
RETURNS TO EDUCATION, INTERGENERATIONAL MOBILITY AND INEQUALITY CHANGES IN BRAZIL;https://www.anpec.org.br/encontro/2018/submissao/files_I/i13-0622d23e96b14f256b98ac6f2cfd56c0.pdf;TIAGO PUCHEU BONOMO (FGV-RJ/EPGE) - MARCELO CORTES NERI (FGV-RJ / EPGE);i13;Área 13 - Economia do Trabalho;doc236
TEMPO DE DESLOCAMENTO E EMPREGO: DIFERENÇAS DE GÊNERO NAS METRÓPOLES BRASILEIRAS;https://www.anpec.org.br/encontro/2018/submissao/files_I/i13-e084571dafd9132f980a8d2b69f7ad77.pdf;DANIELLE CARUSI MACHADO (UFF) - VALÉRIA PERO (IE-UFRJ) - JÚLIA GUERRA FERNANDES (IE-UFRJ);i13;Área 13 - Economia do Trabalho;doc237
THE BRAZILIAN WAGE GAP BETWEEN TEACHERS IN THE PUBLIC AND PRIVATE SECTORS ACROSS EDUCATION LEVELS;https://www.anpec.org.br/encontro/2018/submissao/files_I/i13-083baaa4eea771d34f7eeb98327be1db.pdf;THAIS MENDONÇA BARCELLOS (IDADOS) - GUILHERME HIRATA (IDADOS);i13;Área 13 - Economia do Trabalho;doc238
UM FISIOCRATA NOS TRÓPICOS: O PENSAMENTO ECONÔMICO DE JOSÉ BONIFÁCIO DE ANDRADA E SILVA;https://www.anpec.org.br/encontro/2018/submissao/files_I/i1-e85a8fe5c935bafa8008680c1b1ec893.doc;IVAN COLANGELO SALOMÃO (UFRGS);i1;Área 1 - História do Pensamento Econômico e Metodologia;doc239
FINANCIALISATION AND DEVELOPMENT: HOW CAN EMERGING ECONOMIES CATCH UP?;https://www.anpec.org.br/encontro/2018/submissao/files_I/i6-a58bb51c5cf58eeaee628e318b4c9987.doc;EDUARDO STRACHMAN (UNESP) - DANIELLE GUIZZO (UNIVERSITY OF THE WEST OF ENGLAND, UK) - FABIANO DALTO  (UFPR) - CARMEM FEIJÓ (UFF);i6;Área 6 - Crescimento, Desenvolvimento Econômico e Instituições;doc240
