título_2017;links_2017;autores_2017;code_area;area
CRÉDITO RURAL E IMPACTO SOBRE O VALOR DA PRODUÇÃO AGROPECUÁRIA: UMA ANÁLISE PARA AGRICULTORES NÃO FAMILIARES NO BRASIL;https://www.anpec.org.br/encontro/2017/submissao/files_I/i11-0b9872d2cbcffab003150d33fb5f8c95.pdf;RODRIGO LANNA FRANCO DA SILVEIRA (UNICAMP) - GABRIELA DOS SANTOS EUSÉBIO (IE/UNICAMP) - ALEXANDRE GORI MAIA (IE/UNICAMP);i11;Área 11 - Economia Agrícola e do Meio Ambiente
EFEITOS DA PLURIATIVIDADE DOS ESTABELECIMENTOS RURAIS BRASILEIROS SOBRE A EFICIÊNCIA TÉCNICA;https://www.anpec.org.br/encontro/2017/submissao/files_I/i11-7a66ec64ad591d429a20db16e60dffae.pdf;"JULIANA DE SALES SILVA (UFV/ PPGEA) - CARLOS OTÁVIO DE FREITAS (UFRRJ; UFV/PPGEA) - LORENA VIEIRA COSTA LELIS (UFV/PPGEA)";i11;Área 11 - Economia Agrícola e do Meio Ambiente
EXTENSÃO RURAL E EFICIÊNCIA TÉCNCIA NA AGROPECUÁRIA BRASILEIRA: UMA ANÁLISE A PARTIR DOS MICRODADOS DO CENSO AGROPECUÁRIO;https://www.anpec.org.br/encontro/2017/submissao/files_I/i11-c2a0ec84d44e1c45a638f9976ab2e882.pdf;CARLOS OTÁVIO DE FREITAS (UFRRJ) - FELIPE DE FIGUEIREDO SILVA (UNIVERSIDADE DE NEBRASKA-LINCON) - MARCELO JOSÉ BRAGA (UNIVERSIDADE FEDERAL DE VIÇOSA);i11;Área 11 - Economia Agrícola e do Meio Ambiente
IMPACTS OF RURAL MIGRATION ON AGRICULTURAL PRODUCTIVITY: EVIDENCE FROM BRAZIL;https://www.anpec.org.br/encontro/2017/submissao/files_I/i11-70077973123a3803e5a46c3bba250a0b.docx;ERIK STEVEN KATOVICH (UNICAMP) - ALEXANDRE GORI MAIA (INSTITUTO DE ECONOMIA, UNICAMP);i11;Área 11 - Economia Agrícola e do Meio Ambiente
INOVAÇÃO AGRÍCOLA E DEMANDA POR QUALIFICAÇÃO NO BRASIL;https://www.anpec.org.br/encontro/2017/submissao/files_I/i11-2924d2994cd21f6b0638f60568ffb92c.pdf;MARIA JULIA DE BARROS FERREIRA (INSPER) - NAERCIO AQUINO MENEZES FILHO (INSPER) - BRUNO KAWAOKA KOMATSU (INSPER);i11;Área 11 - Economia Agrícola e do Meio Ambiente
MUDANÇAS DEMOGRÁFICAS NO BRASIL E SEUS IMPACTOS SOBRE AS EMISSÕES DE GASES DE EFEITO ESTUFA: UMA ANÁLISE DE INSUMO-PRODUTO ;https://www.anpec.org.br/encontro/2017/submissao/files_I/i11-1fc8b5b5cceac736c4b048ab2f193dca.pdf;FLAVIANE SOUZA SANTIAGO (UFJF) - TERCIANE SABADINI CARVALHO  (PPGDE/UFPR) - FERNANDO SALGUEIRO PEROBELLI  (PPGE/UFJF);i11;Área 11 - Economia Agrícola e do Meio Ambiente
MULTIDIMENSIONAL CHARACTERISTICS AND DEFORESTATION: AN ANALYSIS FOR THE BRAZILIAN LEGAL AMAZON;https://www.anpec.org.br/encontro/2017/submissao/files_I/i11-d4a3c7755e2c1302b6561a91b8d8b138.pdf;ADMIR ANTONIO BETARELLI JÚNIOR (UFJF) - WESLEM RODRIGUES FARIA (PPGE/UFJF) - ROSA LIVIA GONÇALVES MONTENEGRO (UFSJ);i11;Área 11 - Economia Agrícola e do Meio Ambiente
RURAL CREDIT AND THE TIME ALLOCATION OF AGRICULTURAL HOUSEHOLDS: THE CASE OF PRONAF IN BRAZIL;https://www.anpec.org.br/encontro/2017/submissao/files_I/i11-2ef76c37f90c9e1dbc4cbc2c6978b59b.pdf;REGIS AUGUSTO ELY (UFPEL) - RAFAEL PARFITT (UFPEL) - ANDRÉ CARRARO (UFPEL) - FELIPE GARCIA RIBEIRO (UFPEL);i11;Área 11 - Economia Agrícola e do Meio Ambiente
RURAL SETTLEMENTS AND DEFORESTATION IN THE AMAZON;https://www.anpec.org.br/encontro/2017/submissao/files_I/i11-4cf16f97d10028ff43f7aa6cbf298d66.pdf;ROMERO CAVALCANTI BARRETO DA ROCHA (UFRJ/IE) - JULIANO ASSUNÇÃO (PUC-RIO E CPI-RIO);i11;Área 11 - Economia Agrícola e do Meio Ambiente
SYNERGIES OF LOW-CARBON TECHNOLOGIES AND LAND-SPARING IN BRAZILIAN REGIONS;https://www.anpec.org.br/encontro/2017/submissao/files_I/i11-ec49070f507bc120f24ae37f29e8bfdb.pdf;CICERO ZANETTI DE LIMA (FGV-SP/EESP) - ANGELO COSTA GURGEL (FGV-SP/EESP) - ERLY CARDOSO TEIXEIRA (UFV/DER);i11;Área 11 - Economia Agrícola e do Meio Ambiente
THE EXPANSION OF IRRIGATED AGRICULTURE IN BRAZIL AND THE POTENTIAL REGIONAL LIMITATIONS;https://www.anpec.org.br/encontro/2017/submissao/files_I/i11-7f9e4954421f46f3e74bf7467d13b1ec.pdf;ANGEL DOS SANTOS FACHINELLI FERRARINI (USP/ESALQ) - JOAQUIM BENTO DE SOUZA FERREIRA FILHO (ESALQ/USP) - SANTIAGO VIANNA CUADRA (EMBRAPA) - DANIEL DE CASTRO VICTORIA (EMBRAPA);i11;Área 11 - Economia Agrícola e do Meio Ambiente
THE IMPACTS OF THE BRAZILIAN NDC AND THEIR CONTRIBUTION TO THE PARIS AGREEMENT ON CLIMATE CHANGE;https://www.anpec.org.br/encontro/2017/submissao/files_I/i11-42a264b7f5846f6d7042212ca97efd29.pdf;ANGELO COSTA GURGEL (FGV-SP/EESP) - SERGEY PALTSEV (MIT);i11;Área 11 - Economia Agrícola e do Meio Ambiente
WATER USING RESTRICTIONS AND THEIR ECONOMIC IMPACTS IN THE SUB-MIDDLE HYDROGRAPHIC REGION OF THE SÃO FRANCISCO RIVER BASIN IN BRAZIL;https://www.anpec.org.br/encontro/2017/submissao/files_I/i11-4808739fcef272547da9179baf022b04.pdf;ANA CRISTINA GUIMARAES CARNEIRO (UNICAP - UNIVERSIDADE CATÓLICA DE PE) - IGNÁCIO TAVARES DE ARAUJO JÚNIOR (UFPB) - MÁRCIA MARIA ALCOFORADO DE MORAES (UFPE);i11;Área 11 - Economia Agrícola e do Meio Ambiente
WEATHER SHOCKS AND LABOR ALLOCATION: EVIDENCE FROM NORTHEASTERN BRAZIL;https://www.anpec.org.br/encontro/2017/submissao/files_I/i11-fe400ab8d46171d6e6d70d4722f7785e.pdf;DANYELLE BRANCO (UFV/ PPGEA) - JOSÉ FERES (IPEA );i11;Área 11 - Economia Agrícola e do Meio Ambiente
A BUSCA PELO AUMENTO DO IDEB INFLUENCIOU A DESIGUALDADE DE PROFICIÊNCIA EDUCACIONAL NAS ESCOLAS PÚBLICAS?;https://www.anpec.org.br/encontro/2017/submissao/files_I/i12-14c164f2b2e10ae11d8624bd939eed8d.pdf;LEANDRO SEITI ANAZAWA (USP/FEA-RP) - ELAINE TOLDO PAZELLO (USP/FEA-RP) - REYNALDO FERNANDES (USP/FEA-RP);i12;Área 12 - Economia Social e Demografia Econômica
A POLÍTICA DE VALORIZAÇÃO DO SALÁRIO MÍNIMO FOI IMPORTANTE PARA A REDUÇÃO DA POBREZA NO BRASIL? UMA ANÁLISE PARA O PERÍODO 2002-2013;https://www.anpec.org.br/encontro/2017/submissao/files_I/i12-21af8c4af028ec982e8455eeb6166527.pdf;ALESSANDRA SCALIONI BRITO (IBGE) - CELIA LESSA KERSTENETZKY (UFRJ);i12;Área 12 - Economia Social e Demografia Econômica
APOSENTADORIA E MERCADO DE TRABALHO: UMA ANÁLISE USANDO REGRESSÃO DESCONTÍNUA;https://www.anpec.org.br/encontro/2017/submissao/files_I/i12-4c1d6a43327c08f7ff56b18c119c5bbb.docx;GUSTAVO MARCOS SZNITER MENTLIK (USP/FEA) - NAERCIO MENEZES-FILHO (INSPER E USP/FEA) - BRUNO KAWAOKA KOMATSU (INSPER E USP/FEA);i12;Área 12 - Economia Social e Demografia Econômica
ATENDIMENTO DOMICILIAR E INTERNAÇÕES HOSPITALARES: UMA ANÁLISE UTILIZANDO UM DESENHO DE REGRESSÃO DESCONTÍNUA;https://www.anpec.org.br/encontro/2017/submissao/files_I/i12-484e2dab986f101b08458bba0820663e.pdf;FÁBIO NISHIMURA (UFMT) - ANIELA CARRARA (UFMT) - CARLOS EDUARDO DE FREITAS  (UFMT);i12;Área 12 - Economia Social e Demografia Econômica
"AVALIAÇÃO DO EFEITO CAUSAL DO ""PACTO PELA SAÚDE"" SOBRE INDICADOR DE EFICIÊNCIA DA GESTÃO DA POLÍTICA MUNICIPAL DE SAÚDE (2006-2013)";https://www.anpec.org.br/encontro/2017/submissao/files_I/i12-3ea56debbc6aae599213432813d87191.pdf;DARLAN CHRISTIANO KROTH (UFPR) - RAQUEL RANGEL DE MEIRELES GUIMARÃES (UFPR);i12;Área 12 - Economia Social e Demografia Econômica
CRIMES PATRIMONIAIS NÃO REGISTRADOS: MENSURAÇÃO E DETERMINANTES;https://www.anpec.org.br/encontro/2017/submissao/files_I/i12-1bdbe7a4d41d5739fa82c75322b11f84.pdf;GUSTAVO CARVALHO MOREIRA (UFSCAR) - ANA LUCIA KASSOUF (ESALQ/USP) - MARCELO JUSTUS (IE/UNICAMP);i12;Área 12 - Economia Social e Demografia Econômica
CULTURE, INSTITUTIONS AND SCHOOL ACHIEVEMENT IN BRAZIL;https://www.anpec.org.br/encontro/2017/submissao/files_I/i12-9b575c15baf18cbdc721ce0e7886aacf.pdf; DANIEL A. FEITOSA LOPES (UCB) - GERALDO ANDRADE DA SILVA FILHO (INEP) - LEONARDO MONASTERIO (IPEA/UCB);i12;Área 12 - Economia Social e Demografia Econômica
DESENVOLVIMENTO DE COMPETÊNCIAS SOCIOEMOCIONAIS, EXISTE PAPEL PARA O CLIMA ESCOLAR E INFRAESTRUTURA?;https://www.anpec.org.br/encontro/2017/submissao/files_I/i12-7a873c5bc8c15576bceda425543b0d03.pdf;WALCIR SOARES DA SILVA JUNIOR (UFPR) - FLÁVIO DE OLIVEIRA GONÇALVES (UFPR);i12;Área 12 - Economia Social e Demografia Econômica
DISSUASÃO E INCAPACITAÇÃO:  A LEI Nº 12.403/11 E OS CRIMES CONTRA O PATRIMÔNIO;https://www.anpec.org.br/encontro/2017/submissao/files_I/i12-a6f76d6fb0089d3a8e517b3ef0409fb4.docx;BRUNO OTTONI (FGV-RJ);i12;Área 12 - Economia Social e Demografia Econômica
EARLY RAINFALL SHOCKS AND LATER-LIFE OUTCOMES: EVIDENCE FROM COLOMBIA;https://www.anpec.org.br/encontro/2017/submissao/files_I/i12-0879a598ed6dedc85958820f9524f169.pdf;BLADIMIR CARRILLO (UFV);i12;Área 12 - Economia Social e Demografia Econômica
EFEITOS DO PROGRAMA DE QUALIFICAÇÃO PROFISSIONAL BOLSA FUTURO NA EMPREGABILIDADE E SALÁRIOS DOS TRABALHADORES;https://www.anpec.org.br/encontro/2017/submissao/files_I/i12-b68ebab04ff8b039d019ba855ffaee7e.pdf;GUILHERME RESENDE OLIVEIRA (EMATER-GO) - FELIPE OLIVEIRA (UFPE) - RAFAEL TERRA (UNB) - ANA CAROLINA ZOGHBI (UNB);i12;Área 12 - Economia Social e Demografia Econômica
ENSINO PROFISSIONALIZANTE E INSERÇÃO NO MERCADO DE TRABALHO;https://www.anpec.org.br/encontro/2017/submissao/files_I/i12-942debf48f0b255a0e2565d13d5ec26b.pdf;FRANCISCA ZILANIA MARIANO (UFC) - RONALDO A. ARRAES (CAEN/UFC );i12;Área 12 - Economia Social e Demografia Econômica
EVIDENCE OF THE RELATIONSHIP BETWEEN EDUCATION AND SMOKING IN BRAZIL;https://www.anpec.org.br/encontro/2017/submissao/files_I/i12-b3ed1d35bd83ca7731d87063eced3892.pdf;ELDER GENEROZO SANT'ANNA (USP/ESALQ) - MARCELOS JUSTUS (UNIVERSITY OF CAMPINAS) - ELOÁ S. DAVANZO (UNIVERSITY OF CAMPINAS) - GUSTAVO C. MOREIRA (UNIVERSITY OF SÃO CARLOS);i12;Área 12 - Economia Social e Demografia Econômica
EVIDÊNCIAS PARA OS EFEITOS DE DETERRENCE, DESENVOLVIMENTO SOCIOECONÔMICO E REVANCHE POLICIAL SOBRE  A VIOLÊNCIA NOS MUNICÍPIOS DO ESTADO DO RIO DE JANEIRO.;https://www.anpec.org.br/encontro/2017/submissao/files_I/i12-6195d3ff323cabbae9dfa625ce1dd14c.pdf;GABRIEL DE OLIVEIRA ACCIOLY LINS (UFF) - GABRIEL CALDAS MONTES (UFF);i12;Área 12 - Economia Social e Demografia Econômica
HABILIDADES SOCIOEMOCIONAIS E APRENDIZADO ESCOLAR: EVIDÊNCIAS A PARTIR DE UM ESTUDO EM LARGA ESCALA;https://www.anpec.org.br/encontro/2017/submissao/files_I/i12-5b3bec770ff9458b47ef17a5a6605d0f.pdf;DANIEL DOMINGUES DOS SANTOS (USP/FEA-RP) - MATHEUS MASCIOLI BERLINGERI (USP/FEA-RP) - RAFAEL DE BRAGA CASTILHO (EDULAB21 - IAS);i12;Área 12 - Economia Social e Demografia Econômica
IMPACTOS DO PROGRAMA BOLSA FAMÍLIA NA EDUCAÇÃO DAS CRIANÇAS;https://www.anpec.org.br/encontro/2017/submissao/files_I/i12-00e6a236f55d70ceed173a082b0e15a9.pdf;ANA PAULA KERN (UFJF) - MARCEL DE TOLEDO VIEIRA (UFJF) - RICARDO DA SILVA FREGUGLIA (UFJF);i12;Área 12 - Economia Social e Demografia Econômica
IMPACTS OF GRADE CONFIGURATION ON BRAZILIAN STUDENT OUTCOMES;https://www.anpec.org.br/encontro/2017/submissao/files_I/i12-ea6d2e82b619d3cd3356d848def3f6a1.pdf;MARCOS VINICIO WINK JUNIOR (FUNDAÇÃO DE ECONOMIA E ESTATÍSTICA (FEE)) - LUIS HENRIQUE ZANANDRÉA PAESE (FEE);i12;Área 12 - Economia Social e Demografia Econômica
LONG-LASTING EFFECTS OF PROMOTING LITERACY - DO WHEN AND HOW TO LEARN MATTER?;https://www.anpec.org.br/encontro/2017/submissao/files_I/i12-470e4f310973f09d4d971caeaed7bada.pdf;GUILHERME HIRATA (IDADOS);i12;Área 12 - Economia Social e Demografia Econômica
MAIOR OFERTA DE MÉDICOS MELHORA INDICADORES DE SAÚDE? EVIDÊNCIAS A PARTIR DO PROGRAMA MAIS MÉDICOS. ;https://www.anpec.org.br/encontro/2017/submissao/files_I/i12-ac1c613f9b90ec61190721847073e3c2.docx;ROBERTA DA SILVA VIEIRA (IPEA) - JOANA SIMÕES DE MELO COSTA  (IPEA) - DANIEL A. FEITOSA LOPES  (IPEA E UCB);i12;Área 12 - Economia Social e Demografia Econômica
O EFEITO DA FORMAÇÃO INICIAL DO PROFESSOR SOBRE O DESEMPENHO ESCOLAR EM MATEMÁTICA NOS ANOS INICIAIS DO ENSINO FUNDAMENTAL;https://www.anpec.org.br/encontro/2017/submissao/files_I/i12-54ad45ecaee2b6f5f066fcd8a0828d8b.pdf;GERALDO ANDRADE DA SILVA FILHO (INEP);i12;Área 12 - Economia Social e Demografia Econômica
PROGRAMA DE TRANSFERÊNCIA DE RENDA, PERFIL SOCIOECONÔMICO E PROBABILIDADES DE CLASSIFICAÇÃO: AVALIANDO O CRITÉRIO DE SELEÇÃO DOS BENEFICIÁRIOS DO BOLSA FAMÍLIA NAS REGIÕES SUL E SUDESTE;https://www.anpec.org.br/encontro/2017/submissao/files_I/i12-437ead9e078c0d74062271a81548e526.pdf;ALESSANDRA DE OLIVEIRA TEIXEIRA (UFJF) - ADMIR ANTONIO BETARELLI JUNIOR (PPGE/UFJF) - MARCEL DE TOLEDO VIEIRA (PPGE/UFJF) - ANA PAULA KERN (PPGE/UFJF) - WESLEM RODRIGUES FARIA (PPGE/UFJF);i12;Área 12 - Economia Social e Demografia Econômica
PROGRAMA EMPRESA CIDADÃ: OS IMPACTOS DO AUMENTO DA LICENÇA-MATERNIDADE SOBRE OS TRABALHADORES;https://www.anpec.org.br/encontro/2017/submissao/files_I/i12-fbcbde83b492e491ea58cd18fa34b370.docx;DEBORA CHAVES MEIRELES (UFJF) - RICARDO DA SILVA FREGUGLIA (UFJF) - CARLOS HENRIQUE LEITE CORSEUIL  (IPEA);i12;Área 12 - Economia Social e Demografia Econômica
PROGRAMA FARMÁCIA POPULAR DO BRASIL: CRITÉRIO EQUITATIVO DE DISTRIBUIÇÃO DE RECURSOS;https://www.anpec.org.br/encontro/2017/submissao/files_I/i12-a48b8e3bdf8f60acc3780ac9012ad589.pdf;MARIA EDUARDA DE LIMA E SILVA  (UFPB) - ALÉSSIO TONY CAVALCANTI DE ALMEIDA (UFPB) - IGNÁCIO TAVARES DE ARAÚJO JÚNIOR (UFPB);i12;Área 12 - Economia Social e Demografia Econômica
QUOTAS IN PUBLIC UNIVERSITIES AND LABOR OUTCOMES: EVIDENCE FOR RIO DE JANEIRO ;https://www.anpec.org.br/encontro/2017/submissao/files_I/i12-b5f4ed270a38c87ebfd4108955315997.pdf;AMANDA CAPPELLAZZO ARABAGE (FGV-SP/EESP) - ANDRÉ PORTELA SOUZA (FGV-SP/EESP);i12;Área 12 - Economia Social e Demografia Econômica
REFORMA DA PREVIDÊNCIA: SUSTENTABILIDADE E JUSTIÇA ATUARIAL;https://www.anpec.org.br/encontro/2017/submissao/files_I/i12-1c2395e2947d0aab17418fce67b3fe9a.docx;REYNALDO FERNANDES (USP/FEA-RP) - NAERCIO MENEZES FILHO  (INSPER E FEA-USP) - ANDRÉ PORTELA SOUZA (EESP-FGV) - BRUNO KOMATSU (CPP-INSPER E FEA-USP) - GUSTAVO MARCOS MENTLIK  (CPP-INSPER & FEA-USP);i12;Área 12 - Economia Social e Demografia Econômica
"THE ""SÃO PAULO MISTERY"": THE ROLE OF THE CRIMINAL ORGANIZATION PCC IN REDUCING THE HOMICIDE IN 2000S";https://www.anpec.org.br/encontro/2017/submissao/files_I/i12-c155d0a7ce1f80953f02485b91789210.pdf;MARCELO JUSTUS (UNICAMP/IE) - DANIEL CERQUEIRA (IPEA) - TULIO KAHN (PESQUISADOR E CONSULTOR) - GUSTAVO CARVALHO MOREIRA (UFSCAR);i12;Área 12 - Economia Social e Demografia Econômica
THE EFFECT OF PRIMARY CARE PHYSICIAN ON HOSPITALIZATION FOR AMBULATORY CARE SENSITIVE CONDITIONS AMONG CHILDREN IN BRAZIL;https://www.anpec.org.br/encontro/2017/submissao/files_I/i12-990ace3296ae7a1b2c45d7bbe62e9f38.pdf;LETICIA XANDER RUSSO (UEM) - ANTHONY SCOTT (THE UNIVERSITY OF MELBOURNE) - PETER SIVEY (RMIT UNIVERSITY) - JOILSON DIAS (UNIVERSIDADE ESTADUAL DE MARINGÁ);i12;Área 12 - Economia Social e Demografia Econômica
THE EFFECTS OF INEQUALITY ON CRIME: A CROSS- SECTIONAL ANALYSIS;https://www.anpec.org.br/encontro/2017/submissao/files_I/i12-072f4dfad3bae992dd2f78a62c5b6ed2.pdf;LUIZ FELIPE DE VRIES (FGV-SP/EESP) - LUCAS PEREIRA GALVÃO DE BARROS (FGV - SP/EESP);i12;Área 12 - Economia Social e Demografia Econômica
TRANSFERÊNCIA CONDICIONAL DE RENDA, INSPEÇÃO DE TRABALHO E TRABALHO INFANTIL NO BRASIL;https://www.anpec.org.br/encontro/2017/submissao/files_I/i12-5e69f3b38048955cef4739e26b1d00ff.pdf;TEMIDAYO JAMES ARANSIOLA (UNICAMP) - MARCELO JUSTUS (UNICAMP);i12;Área 12 - Economia Social e Demografia Econômica
VIOLÊNCIA CONTRA MULHER: O IMPACTO DA LEI MARIA DA PENHA SOBRE O FEMINICÍDIO NO BRASIL;https://www.anpec.org.br/encontro/2017/submissao/files_I/i12-3b3af980a01298c307ee5485a1c3261e.pdf;FELICIANO LHANOS AZUAGA (UNEMAT) - BRENO RAMOS SAMPAIO (PIMES-UFPE);i12;Área 12 - Economia Social e Demografia Econômica
